id,pts,road,green,svf,building,meanh,temp,ws,humi
1,2,35.65,0,21.36,32.24,3.96,26.91,1.1,74
2,3,0,96.99,99.93,0.02,1,27.71,2.6,74
3,2,55.75,0,24.01,23.47,9.87,27.71,2.6,74
4,3,42.27,0,16.28,30.09,4,27.71,2.6,74
5,2,39.95,22.95,14.51,16.79,7.2,27.71,2.6,74
6,3,14.93,55.68,49.45,7,4.16,27.71,2.6,74
7,1,50.06,0.42,31.89,26.26,5.94,27.71,2.6,74
8,2,32.14,3.91,54.41,17.57,3.97,27.71,2.6,74
9,2,43.77,0,53.35,31.49,3.54,27.71,2.6,74
10,2,17.78,56.74,70.74,11.04,4.51,26.37,2.2,84
11,1,38.4,10.41,9.48,25.55,3.6,26.37,2.2,84
12,2,47.58,0,6.71,34.61,5.06,26.37,2.2,84
13,3,47.01,0,18.65,31.3,4.52,26.37,2.2,84
14,2,49.65,0,32.12,34.41,4.71,26.37,2.2,84
15,2,37.54,18.72,43.08,13.09,7.56,26.37,2.2,84
16,1,42.29,0,28.6,45.89,2.2,23.17,1.5,96
17,2,34.56,0,30.89,39,3.32,23.17,1.5,96
18,2,24.77,42.33,31.83,13.1,5.68,23.17,1.5,96
19,2,58.79,0,66.26,22.37,8.54,23.17,1.5,96
20,1,31.34,2.2,46.13,10.38,3.85,22.6,0.9,98
21,1,56.39,0,34.57,26.87,7.2,22.6,0.9,98
22,2,37.71,0,78.29,37.14,3.62,23.17,1.5,96
23,1,39.46,0,2.92,34.7,4.11,23.17,1.5,96
24,3,50.19,0,34.49,28.76,7.41,23.17,1.5,96
25,1,43.59,12.04,19.02,18.3,6.66,23.17,1.5,96
26,2,37.39,12.64,4.13,25.85,3.34,22.76,0.9,98
27,1,36.96,13.42,7.1,25.74,3.3,22.76,0.9,98
28,1,37.57,2.05,37.62,13.09,9.24,22.76,0.9,98
29,4,57.44,0,20.51,17.03,7.61,22.76,0.9,98
30,1,21.53,33.71,16.25,20.59,2.53,22.76,0.9,98
31,2,55.04,0,42.26,24.37,6.41,22.76,0.9,98
32,2,37.59,0,20.92,26.69,3,22.76,0.9,98
33,3,33.46,0,27.55,41.4,2.76,22.76,0.9,98
34,3,33.46,0,27.55,41.4,2.76,22.76,0.9,98
35,1,31.77,14.99,21.78,30.08,2.95,22.76,0.9,98
36,1,38.92,13.09,33.9,20.57,4.04,22.76,0.9,98
37,2,42.43,0,41.18,29.37,5.37,22.76,0.9,98
38,1,31.34,2.2,46.13,10.38,3.85,22.6,0.9,98
39,1,31.08,2.59,12.9,10.18,3.86,22.6,0.9,98
40,2,39.04,16.25,70.97,14.27,5.86,22.6,0.9,98
41,1,32.83,0,5.19,32.35,3.66,22.6,0.9,98
42,1,48.41,0,23.16,17.43,9.45,22.6,0.9,98
43,1,44.53,1,61.52,16.79,8.98,22.6,0.9,98
44,3,43.2,3.16,66.67,28.41,3.76,22.6,0.9,98
45,4,32.04,0,6.45,50.22,2.34,22.6,0.9,98
46,1,45.02,0,25.6,17.99,8.38,22.6,0.9,98
47,3,38.85,0,10.92,36.27,4.77,22.49,0.7,99
48,2,39.84,0,11.11,33.77,4.13,22.49,0.7,99
49,2,52.96,0,62.87,25.56,6.82,22.49,0.7,99
50,1,36.76,0,3.6,31.82,3.31,22.49,0.7,99
51,3,30.21,7.66,0.29,9.27,10.03,22.49,0.7,99
52,1,38.35,10.54,7.5,25.48,3.6,22.46,0.9,98
53,3,43.55,11.46,48.68,18.74,6.62,22.37,0.8,98
54,1,38.33,10.73,4.66,25.39,3.6,22.34,0.9,98
55,3,35.36,31.05,47.88,14.63,7.3,29,1.5,63
56,3,42.28,0,14.63,29.9,4.02,29,1.5,63
57,2,14.07,57.37,48.13,6.68,4,29,1.5,63
58,2,55.51,0,19.38,23.26,9.85,29,1.5,63
59,3,49.06,0.02,40.94,18.69,9.11,29,1.5,63
60,3,49.07,0,14.68,18.63,9.09,29,1.5,63
61,2,48.42,0,8.51,33.27,5.82,27.7,1,70
62,1,34.59,23.36,49.37,10.7,9.9,27.7,1,70
63,3,47.32,0,8.25,34.76,5.03,27.7,1,70
64,3,43.61,12.25,27.36,18.05,6.66,27.7,1,70
65,2,55.81,0,43.23,25.18,6.57,27.7,1,70
66,2,54.77,0,41.5,24.74,6.39,27.7,1,70
67,3,46.2,0,1.23,29.46,4.26,27.7,1,70
68,1,45.1,0,49.26,29.19,4.62,26.91,1.1,74
69,2,41.45,0,32.98,28.88,4,26.91,1.1,74
70,2,53.72,0,76.49,28.8,6.44,26.91,1.1,74
71,2,44.3,0,40.75,28.99,5.69,26.91,1.1,74
72,2,17.75,56.71,70.44,11.01,4.5,26.91,1.1,74
73,2,32.44,0.9,28.54,28.68,3.17,26.91,1.1,74
74,3,51.82,0,14.95,27.41,8.76,26.91,1.1,74
75,3,21.28,34.41,27.49,20.43,2.52,26.91,1.1,74
76,3,51.05,0,16.96,28.02,8.59,26.91,1.1,74
77,3,33.92,26.43,27.11,18.68,6.01,26.91,1.1,74
78,2,23.02,44.94,15.55,12.59,5.49,26.91,1.1,74
79,4,38.46,5.69,29.82,25.66,5.56,26.91,1.1,74
80,2,34.03,4.74,79.58,10.84,8.82,26.91,1.1,74
81,3,47.03,0,20.69,31.26,4.52,26.47,1.5,76
82,3,41.49,14.8,6.9,19.9,5.44,26.47,1.5,76
83,1,60.59,2.39,26.79,18.8,11.61,26.47,1.5,76
84,1,60.59,2.39,26.79,18.8,11.61,26.47,1.5,76
85,3,60.61,0,46.72,22.63,8.99,26.47,1.5,76
86,2,39.04,12.86,32.4,20.63,4.06,26.47,1.5,76
87,2,31.74,14.88,20.37,30.28,2.95,26.47,1.5,76
88,2,31.91,14.8,20.15,30.15,2.95,26.47,1.5,76
89,3,49.88,2.14,29.44,23.98,5.53,26.47,1.5,76
90,2,36.78,0,69.79,37.95,2.91,26.47,1.5,76
91,2,36.76,0,69.99,37.99,2.91,26.47,1.5,76
92,3,35.17,23.88,8.24,19.58,6.02,25.99,1.4,78
93,3,52.22,0,4.69,26.79,6.81,25.99,1.4,78
94,3,37.73,0,6.82,30.99,3.08,25.99,1.4,78
95,3,36.67,0,47.29,31.72,3.33,25.99,1.4,78
96,4,32.04,0,6.45,50.22,2.34,25.99,1.4,78
97,1,31.41,2.21,44.99,10.41,3.85,25.4,1.1,82
98,2,38.85,0,11.17,36.28,4.77,25.4,1.1,82
99,3,30.54,23.43,18.16,23.79,2.72,24.71,1.1,85
100,2,54.68,0,48.84,24.46,7.61,30.8,2.4,70
101,4,46.02,0,2.09,29.26,4.28,30.8,2.4,70
102,2,35.08,11.78,66.16,26.08,6.3,30.8,2.4,70
103,2,34.7,14.73,58.91,25.91,5.93,30.8,2.4,70
104,3,43.73,0,37.38,31.44,3.54,30.8,2.4,70
105,3,57.39,0.91,64.8,22.74,8.1,30.8,2.4,70
106,2,38.3,10.94,30.06,25.31,3.6,30.8,2.4,70
107,3,42.09,12.62,52.34,21.59,4.98,30.13,2.4,73
108,3,38.34,0,35.66,36.62,3.81,30.13,2.4,73
109,3,38.34,0,35.66,36.62,3.81,30.13,2.4,73
110,2,39.79,0,1.33,7.68,7.93,30.13,2.4,73
111,3,53.7,0,42.05,25.19,6.96,30.13,2.4,73
112,3,44.16,7.4,43.55,18.93,7.76,30.13,2.4,73
113,2,17.61,56.92,92.43,10.97,4.48,30.13,2.4,73
114,3,47.28,0,7.75,30.64,4.64,30.13,2.4,73
115,3,40.6,2.46,46.82,34.98,3.78,30.13,2.4,73
116,3,35.45,30.74,0.17,14.75,7.31,30.13,2.4,73
117,4,30.02,25.19,67.14,17.41,4.52,30.13,2.4,73
118,2,36.77,0,70.15,37.99,2.91,30.13,2.4,73
119,2,31.05,2.82,40.53,36.1,2.57,30.13,2.4,73
120,3,35.27,0,22.86,32.91,3.87,30.13,2.4,73
121,1,34.81,3.42,36.2,38.49,3.4,29.7,2.1,75
122,3,23.02,30.97,18.1,20.91,2.83,29.7,2.1,75
123,3,36.68,11,21.42,22.09,4.15,29.7,2.1,75
124,2,38.36,10.68,7.08,25.41,3.59,29.7,2.1,75
125,2,38.11,0,48.93,27.51,2.99,29.7,2.1,75
126,3,35.22,24.17,2.83,19.04,6.13,29.7,2.1,75
127,3,49.58,0,18.54,28.88,8.27,29.7,2.1,75
128,3,49.93,0,18.49,28.59,8.38,29.7,2.1,75
129,3,47.63,1.17,6.74,26.36,5.19,29.16,2,78
130,3,42.93,0,8.5,10.88,6.28,29.16,2,78
131,3,31.77,14.38,21.1,30.97,2.91,29.16,2,78
132,3,31.77,14.38,21.1,30.97,2.91,29.16,2,78
133,3,43.56,11.44,49.94,18.77,6.62,29.16,2,78
134,4,34.03,4.74,79.58,10.84,8.82,29.16,2,78
135,4,57.46,0,2.34,17.04,7.73,29.16,2,78
136,3,34.89,0,12.07,23.8,2.75,29.16,2,78
137,4,51.61,2.72,25.77,19.89,6.1,29.16,2,78
138,3,49.34,1.92,26.36,21.76,7.61,29.16,2,78
139,3,37.38,0.01,21.89,30.74,4.25,28.91,2.2,79
140,3,51.9,0,17.94,20.46,7.96,28.91,2.2,79
141,3,33.44,29.06,57.54,15.25,7.01,28.91,2.2,79
142,2,22.74,45.3,15,12.53,5.48,28.91,2.2,79
143,3,33.34,26.04,31.45,19.53,5.79,28.91,2.2,79
144,2,31.44,2.28,42.82,10.4,3.85,28.91,2.2,79
145,2,48.37,6.53,0.48,14.31,8.34,28.59,1.9,81
146,4,32.04,0,6.45,50.22,2.34,28.59,1.9,81
147,4,33.53,28.01,15.7,15.36,5.31,28.59,1.9,81
148,2,32.68,0,5.28,32.97,3.61,28.59,1.9,81
149,3,43.56,11.52,46.6,18.69,6.63,28.59,1.9,81
150,2,38.67,10.16,8.81,25.66,3.59,27.89,2.2,83
151,2,37.12,2.49,34.76,12.61,9.03,27.86,1.1,88
152,4,36.21,14.54,49.54,15.06,7.8,27.86,1.1,88
153,3,43.97,0,57.35,30.02,3.54,27.86,1.1,88
154,3,42.22,0,15.15,29.57,4.05,27.86,1.1,88
155,3,42.25,10.1,37.58,25.32,4.74,26.74,1.6,92
156,4,30.02,25.19,67.14,17.41,4.52,26.74,1.6,92
157,2,56.71,0,11.2,25.38,10.32,26.74,1.6,92
158,2,21.53,33.52,23.02,20.74,2.52,26.74,1.6,92
159,3,47.03,0,19.78,31.27,4.52,25.84,2.8,89
160,3,36.76,0,13.97,31.94,3.96,25.84,2.8,89
161,3,36.76,0,13.97,31.94,3.96,25.84,2.8,89
162,3,47.94,0,78.67,20.31,5.09,25.84,2.8,89
163,3,32.41,0,49.2,39.86,3.07,25.84,2.8,89
164,1,6.44,45.3,88.42,2.05,1.37,25.84,2.8,89
165,2,36.1,0,48.31,31.99,3.94,25.84,2.8,89
166,3,35.32,23.97,28.71,19.09,6.16,25.84,2.8,89
167,2,36.1,0,48.31,31.99,3.94,25.84,2.8,89
168,3,37.45,0,65.78,26.17,4.64,25.27,2.6,90
169,2,17.75,56.71,70.5,11.01,4.5,25.27,2.6,90
170,2,41.43,0,33.48,28.88,4,25.27,2.6,90
171,3,42.1,0,68.09,31.82,3.21,25.27,2.6,90
172,2,51.49,0,0.81,20.46,8.11,25.27,2.6,90
173,1,31.82,14.65,16.44,30.54,2.94,25.27,2.6,90
174,3,55.97,0.93,39.84,20.96,8.26,25.27,2.6,90
175,2,34.9,0,12.86,23.79,2.76,25.27,2.6,90
176,2,43.84,0,52.58,31.48,3.55,25.27,2.6,90
177,2,33.05,28.96,2.44,15.06,5.33,25.27,2.6,90
178,1,32.09,8.47,58.07,31.13,4.46,25.06,2.7,89
179,2,39.03,12.9,34.62,20.6,4.05,25.06,2.7,89
180,2,36.68,0,13.76,31.57,3.42,25.06,2.7,89
181,2,36.76,0,69.92,37.99,2.91,25.06,2.7,89
182,2,14.99,55.32,3.05,7.03,4.29,25.06,2.7,89
183,2,37.27,2.47,34.02,12.76,9.25,25.06,2.7,89
184,2,30.24,1.74,34.78,10.07,3.79,25.06,2.7,89
185,3,29.17,34.45,19.61,16.57,5.57,24.66,2,90
186,3,22.83,45.28,16.23,12.55,5.46,29.11,2.6,56
187,3,33.67,28.3,64.15,15.61,6.97,29.11,2.6,56
188,3,41.58,0,14.13,31.04,3.9,29.11,2.6,56
189,3,48.02,0,46.55,24.95,4.62,29.11,2.6,56
190,2,33.18,15.02,94.95,27.44,3.16,29.11,2.6,56
191,2,45.38,0,7.9,30.46,4.14,29.11,2.6,56
192,3,61.54,0,32.36,25.09,10.12,29.11,2.6,56
193,2,17.74,56.68,92.37,10.99,4.49,29.11,2.6,56
194,2,32.11,1.43,33.25,28.13,3.36,27.19,2.5,63
195,2,56.75,0,12.08,25.19,10.37,27.19,2.5,63
196,2,36.54,0,51.97,31.43,3.38,27.19,2.5,63
197,3,37.19,5.7,38.3,31.87,3.28,27.19,2.5,63
198,3,45.39,1.36,1.63,17.16,7.78,27.19,2.5,63
199,2,47.69,0,19.37,18.16,9.27,25.96,2.3,64
200,2,42.29,10.15,48.67,25.29,4.74,25.96,2.3,64
201,1,37.29,2.47,33.41,12.76,9.26,25.96,2.3,64
202,2,35.28,24.08,1.7,19.06,6.13,25.96,2.3,64
203,3,53.73,0,16.51,25.73,9.35,25.96,2.3,64
204,2,37.13,13.15,7.76,25.84,3.32,25.96,2.3,64
205,2,31.63,14.52,25.52,30.92,2.91,24.89,2,68
206,2,21.58,33.4,20.15,20.76,2.53,25.96,2.3,64
207,1,43.57,11.57,44.42,18.65,6.61,24.89,2,68
208,2,31.63,14.52,25.52,30.92,2.91,24.89,2,68
209,2,46.64,6.92,9.13,21.08,5.5,24.89,2,68
210,1,41.67,0,29.48,28.87,4.09,24.89,2,68
211,2,37.17,2.43,37.56,12.65,9.02,24.89,2,68
212,2,33.41,28.22,15,15.29,5.31,24.89,2,68
213,1,36.71,0,65.58,37.91,2.93,24.89,2,68
214,2,35.92,21.64,0.33,11.09,9.8,24.89,2,68
215,2,39.36,12.12,8.45,21.17,4.13,23.84,1.7,74
216,2,39.36,12.12,8.45,21.17,4.13,23.84,1.7,74
217,2,33.82,0,63.9,31.52,3.76,23.84,1.7,74
218,2,33.79,0,62.8,31.56,3.75,23.84,1.7,74
219,3,47.04,0,20.82,31.26,4.52,23.84,1.7,74
220,1,47.4,0,4.84,31.82,5.35,23.84,1.7,74
221,1,31.66,1.24,54.65,22.24,2.48,23.84,1.7,74
222,1,31.66,1.24,54.65,22.24,2.48,23.84,1.7,74
223,1,31.39,2.19,45.5,10.41,3.85,23.84,1.7,74
224,1,51.55,1.21,39.08,23.86,6.81,23.09,1.6,79
225,1,35.22,0,11.83,40.14,3.08,22.5,1.7,82
226,3,46.21,0,28.8,29.35,4.27,30.69,1.1,64
227,3,53,3.02,55.65,20,9.42,30.69,1.1,64
228,3,53,3.02,55.65,20,9.42,30.69,1.1,64
229,3,42.33,10.1,50.12,25.3,4.74,30.69,1.1,64
230,3,34.15,0,53.55,38,2.91,30.69,1.1,64
231,3,37.13,2.46,36.18,12.63,9.03,30.69,1.1,64
232,3,42.12,0,47.67,31.09,3.03,30.69,1.1,64
233,2,41.79,8.61,17.82,30.16,4.14,30.69,1.1,64
234,3,36.35,0.24,26.72,29.49,3.43,30.69,1.1,64
235,3,42.16,0,16.68,29.87,4,30.69,1.1,64
236,1,0.26,95.13,96.81,0.24,1.22,30.69,1.1,64
237,3,20.57,38.73,64.51,18.3,2.61,29.4,1,70
238,2,43.07,0,35.27,27.35,4.26,29.4,1,70
239,2,0.17,94.18,95.46,0.25,1.26,29.4,1,70
240,3,37.51,0.02,22.82,30.71,4.26,29.4,1,70
241,2,17.68,56.83,70.03,10.99,4.48,29.4,1,70
242,3,51.17,0,39.33,30.5,6.7,29.4,1,70
243,3,30.72,17.19,69.7,10.34,6.76,29.4,1,70
244,3,47.03,0,20.24,31.26,4.51,29.4,1,70
245,3,52.2,0,5.76,26.78,6.82,29.4,1,70
246,3,33.11,19.2,12.23,12.43,9.19,29.4,1,70
247,2,39.94,0,1.54,7.52,8.06,28.63,0.8,73
248,3,31.68,0,51.68,38.26,2.7,28.63,0.8,73
249,3,46.09,5.14,21.56,24.73,5.25,28.63,0.8,73
250,3,46.09,5.14,21.56,24.73,5.25,28.63,0.8,73
251,2,48.47,0,21.9,17.41,9.46,28.63,0.8,73
252,2,21.52,33.52,25.09,20.77,2.52,28.63,0.8,73
253,3,35.32,24,0.77,19.08,6.13,28.63,0.8,73
254,2,56.76,0,11.03,25.37,10.34,27.9,1.3,75
255,3,41.89,0,32.36,28.69,4.13,27.9,1.3,75
256,3,38.45,0,3.95,26.75,3.04,27.9,1.3,75
257,2,41.43,14.85,6.99,19.93,5.41,27.9,1.3,75
258,1,51.5,1.03,50.88,23.78,6.89,27.9,1.3,75
259,1,51.7,1.12,20.69,23.77,6.94,27.9,1.3,75
260,3,49.81,2.03,31.29,21.42,7.88,27.47,1.1,75
261,3,49.81,2.03,31.29,21.42,7.88,27.47,1.1,75
262,2,31.72,14.49,24.4,30.87,2.92,27.47,1.1,75
263,3,49.6,1,37.18,26.47,5.92,27.47,1.1,75
264,2,37.91,11.94,43.19,24.89,3.61,27.47,1.1,75
265,2,32.84,0,7.3,32.37,3.66,27.47,1.1,75
266,2,32.81,0,8.56,32.48,3.65,27.47,1.1,75
267,2,31.41,2.17,45.79,10.43,3.85,27.03,1.1,77
268,2,38.85,0,12.58,36.28,4.77,27.03,1.1,77
269,3,39.41,12.05,9.85,21.21,4.13,27.03,1.1,77
270,3,33.09,28.89,3.94,15.09,5.33,27.03,1.1,77
271,2,23.01,44.94,15.38,12.59,5.48,26.29,0.9,80
272,3,46.05,0,5.65,33.3,5.04,25.81,1.5,81
273,2,49.65,0,31.84,34.41,4.71,25.41,0.9,83
274,3,38.46,10.43,5.76,25.54,3.59,24.59,1.1,85
275,2,43.8,0,51.29,31.48,3.54,24.53,0.8,97
276,3,35.49,0,36.59,41.75,4.48,24.53,0.8,97
277,1,23.44,44.28,15.87,12.72,5.5,24.53,0.8,97
278,2,39.39,12.08,11.58,21.18,4.13,24.53,0.8,97
279,2,34.87,2.47,13.09,37.08,2.78,24.53,0.8,97
280,3,52,0,13.99,27.08,8.84,24.53,0.8,97
281,1,55.43,0,20.61,23.32,9.84,24.53,0.8,97
282,3,35.48,30.7,0.16,14.77,7.3,24.53,0.8,97
283,2,20.35,37.06,0.51,19.59,2.52,24.2,1.4,97
284,2,42.04,0,18.07,30.29,3.96,24.2,1.4,97
285,2,17.8,56.59,92.43,11.01,4.5,24.2,1.4,97
286,2,41.11,2.52,16.71,26.13,5.93,24.2,1.4,97
287,2,21.52,42.09,50.17,8.48,9.36,24.2,1.4,97
288,3,13.99,61.56,97.15,8.93,3.78,24.2,1.4,97
289,2,44.31,0,40.43,28.99,5.7,24.2,1.4,97
290,3,33.06,28.95,2.28,15.06,5.33,24.2,1.4,97
291,3,43.61,12.09,20.22,18.24,6.66,24.2,1.4,97
292,2,46.42,0,43.78,34.81,4.97,24.2,1.4,97
293,2,42.98,16.75,17.99,13.8,9.1,24.2,1.4,97
294,2,39.84,0,11.11,33.77,4.13,24.26,1.2,98
295,1,39.13,0,23.67,36.8,4.84,24.26,1.2,98
296,2,47.69,0,19.27,18.16,9.27,24.26,1.2,98
297,2,34.02,18.24,29.65,11.11,7.26,24.26,1.2,98
298,1,38.16,11.38,28.52,25.12,3.61,24.26,1.2,98
299,4,57.66,0,21.23,17.25,7.64,24.11,1.5,97
300,2,37.44,0,8.36,26.4,3,24.11,1.5,97
301,3,35.72,21.9,0.44,11.02,9.81,24.11,1.5,97
302,2,51.82,0,19.14,20.46,7.99,24.11,1.5,97
303,2,32.47,27.2,57.34,16.33,5.8,24.11,1.5,97
304,1,38.16,19.37,54.61,16.93,7.18,24.11,1.5,97
305,2,30.55,23.42,18.08,23.79,2.72,24.11,1.5,97
306,2,37.05,2.55,27.3,12.57,9.04,24.11,1.5,97
307,2,31.63,14.45,32.49,31.03,2.9,23.86,2,97
308,2,36.37,18.36,0.33,14.02,4.79,23.86,2,97
309,1,35.96,0,48.6,37.87,3.55,23.86,2,97
310,2,39.05,0.06,68.8,33.47,4.25,23.86,2,97
311,2,38.17,7.47,6.75,27.94,3.43,22.94,2.5,97
312,1,21.48,42.19,50.93,8.48,9.36,23.86,2,97
313,2,38.91,0,10.59,36.3,4.77,22.94,2.5,97
314,1,36.57,0,28.77,28.92,3.63,22.24,2.6,97
315,1,44.08,2.26,10.28,28.46,4.67,22.1,3.4,96
316,2,49.34,0,11.26,22.27,5.11,21.97,2.3,97
317,2,38.51,0,55.45,38.3,4.76,22.54,1.9,78
318,3,46.45,0,26.65,32.37,4.51,22.54,1.9,78
319,1,0,99.34,98.29,0,0,22.54,1.9,78
320,2,39.51,8.9,62.37,24.64,8.36,22.54,1.9,78
321,2,31.77,0,31.74,37.17,3.51,22.54,1.9,78
322,1,43.61,12.21,25.69,18.11,6.67,22.54,1.9,78
323,2,39.86,0,1.36,7.6,7.99,22.54,1.9,78
324,1,38.87,0,55.89,35.56,4.37,21.81,1.7,83
325,1,35.62,22.03,0.22,10.99,9.82,21.81,1.7,83
326,2,42.18,0,16.7,30.08,4,21.81,1.7,83
327,1,29.41,36.43,61.35,9.1,10.18,21.81,1.7,83
328,4,53.24,0,24.94,17.57,11.91,21.81,1.7,83
329,1,36.94,0,13.19,31.08,3.56,21.81,1.7,83
330,1,32.51,0,68.9,8.82,6.88,21.81,1.7,83
331,2,17.64,56.73,91.65,10.95,4.48,21.81,1.7,83
332,1,21.45,35.83,0.46,19.3,2.74,21.81,1.7,83
333,1,33.8,17.16,95.21,6.37,1.13,21.81,1.7,83
334,2,37.61,0.02,19.89,30.71,4.27,21.81,1.7,83
335,1,38.54,9.38,26.87,26.19,3.58,21.81,1.7,83
336,1,35.14,24.28,4.69,19.02,6.13,21.61,1.7,85
337,1,38.88,13.03,36.47,20.7,4.06,21.61,1.7,85
338,1,49.6,1,37.02,26.48,5.92,21.61,1.7,85
339,2,42.07,11.65,22.07,21.23,5.81,21.61,1.7,85
340,2,32.4,0,9.43,33.85,3.73,21.61,1.7,85
341,2,43.6,0,1.78,31.46,3.54,21.61,1.7,85
342,3,47.03,0,20.66,31.27,4.52,21.61,1.7,85
343,1,47.63,0,6.62,34.77,5.05,21.61,1.7,85
344,3,46.43,5.09,38.52,22.25,6.95,21.61,1.7,85
345,3,51.66,0.95,34.43,23.27,7.14,21.61,1.7,85
346,3,8.34,62.77,98.82,5.31,7.95,21.61,1.7,85
347,1,37.15,2.45,36.8,12.64,9.03,21.61,1.7,85
348,1,47.68,0,20.04,18.17,9.27,21.61,1.7,85
349,2,34.86,0,11.11,23.81,2.75,21.61,1.7,85
350,1,37.45,0,65.78,26.17,4.64,21.01,1.3,88
351,1,50.18,0,0.18,29.2,7.3,21.01,1.3,88
352,2,49.8,2.02,31.54,21.43,7.87,21.01,1.3,88
353,3,57.47,0,22.53,16.81,7.71,21.01,1.3,88
354,2,37.49,0,8.51,26.9,2.99,21.01,1.3,88
355,1,46.92,0,48.46,16.16,7.69,21.01,1.3,88
356,1,40.42,0,45.15,36.71,5.1,21.01,1.3,88
357,1,43.15,0,33.74,35.05,3.52,21.01,1.3,88
358,2,41.47,14.83,6.97,19.89,5.44,20.79,0.5,90
359,2,42.25,9.92,18.93,25.38,4.74,20.79,0.5,90
360,2,35.26,31.04,1.42,14.66,7.32,20.79,0.5,90
361,1,52.22,0,4.63,26.78,6.82,20.79,0.5,90
362,1,38.76,0,39.27,36.3,3.87,20.79,0.5,90
363,1,31.36,2.13,47.41,10.42,3.85,20.79,0.5,90
364,2,30.37,7.45,0.33,9.37,10,20.8,0.9,90
365,1,36.62,17.9,37.02,14.32,4.73,20.8,0.9,90
366,2,33.07,28.92,3.96,15.08,5.33,20.8,0.9,90
367,1,36.77,0,69.76,37.98,2.91,20.8,0.9,90
368,1,37.99,0,70.1,30.89,4.36,20.8,0.9,90
369,1,38.1,0,69.54,30.83,4.37,20.8,0.9,90
370,2,36.9,0,5.42,31.45,3.72,18.87,0.4,98
371,2,40.72,0,29.05,33.48,4.2,26.86,1,72
372,3,42.76,0,55.79,30.83,6.2,26.86,1,72
373,2,60.55,2.43,27.08,18.76,11.58,26.86,1,72
374,2,39.79,0,54.21,36.54,5.08,26.86,1,72
375,2,35.8,2.49,19.57,11.44,9.78,26.86,1,72
376,2,34.87,0,20.77,23.82,2.75,26.86,1,72
377,1,56.41,0,23.83,22.93,10.07,26.86,1,72
378,2,43.54,10.99,60.54,19.11,6.61,26.86,1,72
379,3,21.19,36.62,25.17,20.72,2.46,25.76,1.1,76
380,2,37.6,0.02,22.28,30.69,4.27,25.76,1.1,76
381,3,34.54,32.28,51.6,14.26,7.4,25.76,1.1,76
382,2,33.1,28.86,3.87,15.09,5.33,25.76,1.1,76
383,2,34.45,18.43,46.26,11.62,6.99,25.76,1.1,76
384,2,47.15,0,14.22,35.33,4.88,25.76,1.1,76
385,2,51.11,0,51.4,30.65,6.73,25.76,1.1,76
386,2,41.57,14.79,6.9,19.83,5.5,25.76,1.1,76
387,3,51.77,0,14.76,27.45,8.72,25.76,1.1,76
388,3,47.03,0,19.88,31.28,4.52,25.76,1.1,76
389,2,36.2,22.75,33.01,11,9.93,25.76,1.1,76
390,1,36.77,0,69.06,37.95,2.91,25.29,0.9,77
391,2,47.7,0,10.47,18.14,9.32,25.29,0.9,77
392,1,51.6,0,0.59,20.51,8.11,25.29,0.9,77
393,1,21.72,33.31,16.77,20.6,2.6,25.29,0.9,77
394,1,32.47,0.91,29.89,28.67,3.18,25.29,0.9,77
395,2,39,0,8.4,37.87,4.79,25.29,0.9,77
396,3,48.78,1.92,14.89,23.54,6.46,25.29,0.9,77
397,2,42.23,0,15.87,29.97,4.02,25.29,0.9,77
398,2,17.47,57.05,91.91,10.92,4.46,24.9,1,79
399,2,58.04,0,0.18,25.22,10.7,24.9,1,79
400,2,37.56,0,21.06,26.71,2.99,24.9,1,79
401,2,39.3,12.34,10.71,20.97,4.11,24.9,1,79
402,3,57.66,0,21.56,17.18,7.55,24.9,1,79
403,2,47.34,0,0.72,31.92,5.3,24.9,1,79
404,3,35.62,0,53.16,29.6,4.09,24.9,1,79
405,2,41.18,0,23.73,28.85,4.09,24.9,1,79
406,1,36.11,18.68,70.92,13.84,4.82,24.01,1.2,85
407,1,10.6,59.32,90.32,8.68,5.3,24.01,1.2,85
408,2,34.87,0,11.52,23.81,2.75,24.01,1.2,85
409,1,32.61,26.86,77.53,18.28,4.24,24.01,1.2,85
410,2,39.84,0,11.11,33.77,4.13,24.01,1.2,85
411,1,38.72,0,38.96,36.34,3.86,24.01,1.2,85
412,1,31.39,2.27,43.5,10.38,3.85,24.01,1.2,85
413,3,30.23,23.89,9.79,23.72,2.72,23.56,1.4,86
414,1,38.43,10.57,6.14,25.47,3.59,23.56,1.4,86
415,2,42.29,0,14.97,29.96,4.01,27.59,1.4,55
416,3,40.78,7.23,38.25,24.43,5.23,25.33,1.3,65
417,2,34.91,0,14.45,23.77,2.76,25.33,1.3,65
418,1,0.26,95.1,96.41,0.24,1.22,25.33,1.3,65
419,3,47.39,0,10.62,35.15,4.95,25.33,1.3,65
420,1,60.59,2.38,26.74,18.8,11.6,25.33,1.3,65
421,2,47.34,0,28.27,35.69,4.72,25.33,1.3,65
422,1,0.18,94.28,97.07,0.24,1.22,25.33,1.3,65
423,2,36.22,2.39,34.11,32.42,3.22,25.33,1.3,65
424,2,46.15,0,30.84,29.32,4.27,25.33,1.3,65
425,2,17.55,57.03,92.48,10.96,4.48,23.99,0.8,72
426,1,38.05,1.65,33.6,13.32,9.21,23.99,0.8,72
427,1,15.05,55.17,2.7,7.06,4.31,23.99,0.8,72
428,1,36.44,18.32,0.42,14.06,4.8,22.8,0.7,78
