id,pts,road,green,svf,building,meanh,temp,ws,humi
1087,2,14.19,71.49,98.57,4.12,2.23,30.84,1.2,56
1088,3,15.2,54.83,25.32,7.12,4.37,29.39,0.8,64
1089,3,11.68,55.42,72.22,9.47,2.87,28.21,1.1,71
1090,1,26.53,37.18,23.56,12.07,5.94,26.44,3,72
1091,4,15.31,46.12,1.6,8.36,6.96,26.44,3,72
1092,2,14.07,57.37,52.97,6.7,3.97,25.81,2.1,72
1093,2,32.23,30.28,54.32,14.53,5.39,25.49,1.8,71
1094,2,25.92,35.77,10.39,10.09,6.61,25.2,1.8,72
1095,4,15.3,46.14,1.6,8.36,6.96,27.81,2.2,66
1096,1,26.5,37.07,33.51,12.18,5.93,27.81,2.2,66
1097,1,5.67,87.75,99.8,1.59,1.95,27.81,2.2,66
1098,1,17.71,56.78,92.59,11,4.49,26.33,3,71
1099,2,28.79,30.82,40.91,10.97,6.55,25.04,3.3,75
1100,1,11.53,55.97,71.59,9.37,2.85,23.97,2.4,78
1101,2,32.1,30.46,55.85,14.46,5.4,25.74,1.8,79
1102,1,23.85,30.6,82.76,5.69,4.16,25.47,2.2,79
1103,1,16.77,54.99,96.96,10.63,3.6,25.47,2.2,79
1104,1,26.4,37.52,32.11,12.02,5.94,25.47,2.2,79
1105,2,11.6,55.67,72.16,9.42,2.85,25.47,2.2,79
1106,2,14.24,57.06,47.94,6.73,4.01,30.51,2.2,64
1107,3,11.57,55.79,71.96,9.4,2.85,29.63,1.7,67
1108,1,17.76,56.61,92.21,10.99,4.49,29.63,1.7,67
1109,4,15.29,46.16,1.61,8.35,6.97,28.36,1.1,74
1110,3,32.23,30.26,54.09,14.53,5.39,27.24,1,82
1111,4,15.27,46.2,1.62,8.35,6.97,32.81,2.6,53
1112,2,29.74,31.82,24.57,13.76,7.03,32.81,2.6,53
1113,2,30.52,30.94,62.95,14.09,7.14,31.11,3,60
1114,3,35.79,30.26,28.34,14.9,7.28,27.27,3.3,73
1115,1,17.69,56.88,70.18,11.01,4.49,26.09,3.3,76
1116,3,13.2,51.66,87.93,10.07,2.92,27.26,3.5,70
1117,1,18.01,56.39,69.72,11.11,4.56,26.39,3.2,74
1118,2,26.36,37.51,30.52,12.06,5.96,28.67,2.9,75
1119,2,17.91,56.48,70.98,11.05,4.52,27.23,2.6,85
1120,3,15.44,46.01,1.85,8.42,6.95,26.14,2,89
1121,1,17.94,56.42,70.93,11.06,4.52,32.34,3.9,59
1122,4,29.02,30.75,39.05,10.87,6.63,30.77,3.3,65
1123,2,15.16,54.93,2.73,7.1,4.36,29.49,2.8,70
1124,3,15.39,46.1,1.93,8.41,6.96,27.96,2.3,76
1125,2,11.99,54.47,89.27,9.65,2.92,27.96,2.3,76
1126,1,26.56,37.01,32.94,12.16,5.93,29.14,3.4,73
1127,1,18.01,56.37,70.02,11.1,4.55,29.14,3.4,73
1128,1,15.16,54.92,2.77,7.1,4.36,27.2,2,80
1129,2,28.94,34.5,46.24,15.24,5.58,27.2,2.1,81
1130,1,17.99,56.31,70.72,11.06,4.53,27.77,1.6,84
1131,2,18.06,56.29,69.63,11.11,4.56,29.19,3.7,75
1132,4,15.43,46.04,1.88,8.41,6.95,29.27,3,74
1133,2,15.18,54.86,2.61,7.11,4.37,29.27,3,74
1134,3,7.55,64.61,98.56,0.6,1.09,28.69,2.9,76
1135,3,35.82,30.23,28.94,14.91,7.28,27.81,2.9,82
1136,2,17.68,56.63,91.36,10.95,4.48,29.6,2.9,76
1137,3,15.14,54.97,2.59,7.09,4.34,32,2.7,69
1138,3,17.89,56.44,92.51,11.03,4.51,27.87,2.7,92
1139,3,35.31,30.93,1.5,14.7,7.33,27.87,2.7,92
1140,3,11.7,67.24,95.73,5.78,4.04,27.46,0.9,92
1141,3,29.78,31.76,23.63,13.78,7.04,33.2,2,60
1142,2,17.79,56.6,92.35,11,4.5,31.43,1.8,67
1143,3,15.15,54.95,2.55,7.1,4.34,30.3,1.1,72
1144,3,17.92,56.43,92.64,11.04,4.51,32.47,1.9,65
1145,4,16.08,44.95,16.61,8.57,6.9,30.49,1.9,76
1146,4,30.15,40.07,92.48,11.87,7.45,30.49,1.9,76
1147,2,15.18,54.88,2.49,7.11,4.36,30.49,1.9,76
1148,2,17.67,56.84,92.58,10.99,4.48,28.84,1.6,79
1149,3,17.71,56.75,92.52,10.99,4.49,33.13,0.9,63
1150,3,17.79,56.65,70.71,11.02,4.51,29.21,2.7,69
1151,3,17.79,56.65,70.71,11.02,4.51,29.21,2.7,69
1152,3,15.15,54.94,2.46,7.1,4.34,27.64,1.5,85
1153,4,15.2,46.45,1.6,8.37,6.97,30.61,2.6,68
1154,4,15.17,54.91,2.43,7.11,4.36,30.61,2.6,68
1155,2,17.79,56.55,92.13,10.99,4.49,29.36,2.3,73
1156,2,17.82,56.55,92.42,11.01,4.5,30.31,2.7,70
1157,4,22.49,40.38,57.84,9.16,6.26,30.31,2.7,70
1158,3,15.13,54.99,2.49,7.09,4.33,28.34,2.2,73
1159,3,35.16,31.32,47.24,14.56,7.33,28.46,2,79
1160,2,17.69,56.92,70.03,11.02,4.49,28.19,2,77
1161,2,15.2,54.85,2.2,7.12,4.37,26,1,94
1162,3,29.91,31.59,53.68,13.84,7.05,25.79,1.1,95
1163,1,17.65,56.95,69.77,11,4.49,25.74,1.1,96
1164,3,26.68,36.98,31.34,12.05,5.93,32.26,1.6,60
1165,3,35.35,31.07,47.99,14.63,7.3,30.96,1.4,63
1166,2,17.05,57.81,91.19,10.8,4.4,30.96,1.4,63
1167,3,23.05,30.4,21.14,21.24,2.81,29.03,1,71
1168,2,15.21,54.82,27.52,7.13,4.37,27.66,1.3,81
1169,3,34.29,32.62,52.53,14.13,7.45,25.77,1.2,96
1170,2,17.66,56.96,69.72,11.01,4.49,25.77,1.2,96
1171,4,15.28,46.3,1.56,8.38,6.96,25.56,2.2,97
1172,3,21.59,33.57,18.46,20.6,2.55,25.29,1,97
1173,2,17.81,56.66,70.87,11.04,4.51,31.86,2.5,70
1174,3,15.21,54.82,26.54,7.13,4.37,30.03,2.1,75
1175,3,29.67,31.94,26.53,13.73,7.01,31.11,3.2,64
1176,2,17.74,56.77,70.53,11.01,4.5,30.43,3.1,65
1177,3,15.05,55.18,2.79,7.06,4.31,29.91,3.1,66
1178,3,21.53,33.67,16.95,20.63,2.53,28.9,2.8,72
1179,2,17.69,56.87,70.18,11,4.49,25.06,0.5,98
1180,3,22.75,45.3,15.06,12.53,5.48,25,0.7,98
1181,2,35.34,31.07,47.98,14.63,7.3,24.81,1.4,99
1182,3,0,96.99,99.93,0.02,1,27.71,2.6,74
1183,3,14.93,55.68,49.45,7,4.16,27.71,2.6,74
1184,2,17.78,56.74,70.74,11.04,4.51,26.37,2.2,84
1185,2,24.77,42.33,31.83,13.1,5.68,23.17,1.5,96
1186,1,21.53,33.71,16.25,20.59,2.53,22.76,0.9,98
1187,3,35.36,31.05,47.88,14.63,7.3,29,1.5,63
1188,2,14.07,57.37,48.13,6.68,4,29,1.5,63
1189,2,17.75,56.71,70.44,11.01,4.5,26.91,1.1,74
1190,3,21.28,34.41,27.49,20.43,2.52,26.91,1.1,74
1191,2,23.02,44.94,15.55,12.59,5.49,26.91,1.1,74
1192,2,17.61,56.92,92.43,10.97,4.48,30.13,2.4,73
1193,3,35.45,30.74,0.17,14.75,7.31,30.13,2.4,73
1194,3,23.02,30.97,18.1,20.91,2.83,29.7,2.1,75
1195,2,22.74,45.3,15,12.53,5.48,28.91,2.2,79
1196,2,21.53,33.52,23.02,20.74,2.52,26.74,1.6,92
1197,1,6.44,45.3,88.42,2.05,1.37,25.84,2.8,89
1198,2,17.75,56.71,70.5,11.01,4.5,25.27,2.6,90
1199,2,14.99,55.32,3.05,7.03,4.29,25.06,2.7,89
1200,3,29.17,34.45,19.61,16.57,5.57,24.66,2,90
1201,3,22.83,45.28,16.23,12.55,5.46,29.11,2.6,56
1202,2,17.74,56.68,92.37,10.99,4.49,29.11,2.6,56
1203,2,21.58,33.4,20.15,20.76,2.53,25.96,2.3,64
1204,1,0.26,95.13,96.81,0.24,1.22,30.69,1.1,64
1205,3,20.57,38.73,64.51,18.3,2.61,29.4,1,70
1206,2,0.17,94.18,95.46,0.25,1.26,29.4,1,70
1207,2,17.68,56.83,70.03,10.99,4.48,29.4,1,70
1208,2,21.52,33.52,25.09,20.77,2.52,28.63,0.8,73
1209,2,23.01,44.94,15.38,12.59,5.48,26.29,0.9,80
1210,1,23.44,44.28,15.87,12.72,5.5,24.53,0.8,97
1211,3,35.48,30.7,0.16,14.77,7.3,24.53,0.8,97
1212,2,20.35,37.06,0.51,19.59,2.52,24.2,1.4,97
1213,2,17.8,56.59,92.43,11.01,4.5,24.2,1.4,97
1214,2,21.52,42.09,50.17,8.48,9.36,24.2,1.4,97
1215,3,13.99,61.56,97.15,8.93,3.78,24.2,1.4,97
1216,1,21.48,42.19,50.93,8.48,9.36,23.86,2,97
1217,1,0,99.34,98.29,0,0,22.54,1.9,78
1218,1,29.41,36.43,61.35,9.1,10.18,21.81,1.7,83
1219,2,17.64,56.73,91.65,10.95,4.48,21.81,1.7,83
1220,1,21.45,35.83,0.46,19.3,2.74,21.81,1.7,83
1221,3,8.34,62.77,98.82,5.31,7.95,21.61,1.7,85
1222,2,35.26,31.04,1.42,14.66,7.32,20.79,0.5,90
1223,3,23.08,36.41,13.88,21.35,2.35,27.53,1.8,74
1224,2,16.88,58.17,91.47,10.76,4.37,28.23,1.5,72
1225,4,32.58,36.93,83.22,11.84,7.67,29.39,2.2,67
1226,3,24.01,37.28,21.6,10.49,6.78,28.9,1.7,59
1227,3,24.04,36.2,52.94,10.32,6.94,28.9,1.7,59
1228,3,11.53,63.79,2.75,9.46,4.73,28.9,1.7,59
1229,3,23.74,33.11,64.33,22.01,2.38,28.9,1.7,59
1230,3,26.92,34.52,85.41,16.01,3.18,29.59,1.6,56
1231,3,25.38,36.66,56.5,13.77,3.13,30.53,1.7,51
1232,3,12.17,62.67,47.08,9.6,4.78,30.67,1.9,51
1233,3,24.44,33.05,70.88,16.3,6.06,28.77,2.7,67
1234,3,2.78,77.29,99.75,1.16,3.52,30.49,2.2,63
1235,3,22.58,39.95,13.15,17.39,5.64,30.56,2.3,64
1236,2,17.75,56.61,92.11,10.98,4.49,30.56,2.3,64
1237,2,29.92,31.65,12.51,17.21,3.97,31.23,2.3,68
1238,2,21.54,33.54,21.62,20.72,2.53,27.4,0.8,89
1239,3,0,95.49,99.79,0.02,0.89,28.61,3,64
1240,3,15.21,55.07,50.27,7.12,4.25,29.59,2.7,57
1241,3,16.95,58.16,92.39,10.8,4.38,30.84,2.9,50
1242,2,21.58,33.41,20.33,20.76,2.53,30.84,2.9,50
1243,3,16.09,33.6,97.45,4.77,5.6,30.84,2.9,50
1244,3,21.78,31.66,95.56,7.01,3.85,24.66,0.9,69
1245,2,17.71,56.74,92.4,10.99,4.49,30.33,1.7,56
1246,3,25.69,36.29,29.35,13.77,3.1,31.8,1.4,52
1247,2,20.32,37.73,98.63,21.61,2.16,31.79,1.5,54
1248,3,6.11,52.69,74.25,2.32,1.56,31.79,1.5,54
1249,2,15.44,45.76,96.61,2.36,1.02,31.6,1,57
1250,3,26.18,34.35,88.79,17.08,2.58,27.01,1,75
1251,3,26.63,33.13,86.46,17.79,2.62,27.01,1,75
1252,2,17.7,56.8,70.17,11,4.49,27.13,1.1,76
1253,3,35.47,30.71,0.17,14.76,7.31,27.34,0.7,77
1254,3,19.63,39.19,12.33,19.76,2.58,25.36,1.1,92
1255,3,35.53,30.62,0.16,14.79,7.3,20.39,2.2,93
1256,1,22.13,41.43,42.63,8.49,9.41,20.39,2.2,93
1257,2,17.64,56.82,92.24,10.97,4.48,21.61,2.8,85
1258,3,21.88,30.56,32.07,9.44,3.31,21.97,3,80
1259,1,0,99.97,98.31,0,0,22.37,1,85
1260,3,21.57,41.93,48.41,8.49,9.35,22.37,1,85
1261,2,14.82,65.45,55.2,7,4.54,27.74,1.6,61
1262,3,25.95,35.1,87.31,16.58,2.53,28.4,1.9,59
1263,3,27.21,31.93,92.16,15.7,2.75,28.4,1.9,59
1264,3,14.76,46.54,94.26,5.3,6.79,29.17,1.5,56
1265,2,17.52,57.07,92.41,10.95,4.47,26.09,2.7,60
1266,3,15.22,53.39,98.81,12.92,2.2,26.61,2.8,57
1267,3,15.19,55.15,51.25,7.11,4.22,28.57,2.1,51
1268,2,11.84,58.07,84.02,2.57,3.12,22.3,0.9,82
1269,2,17.49,57.12,92.38,10.94,4.47,26.09,2.5,55
1270,2,15.23,55.09,51.65,7.13,4.23,27.13,3,38
1271,2,15.24,46.27,1.61,8.35,6.97,20.54,1,71
1272,2,17.46,57.18,92.43,10.94,4.47,26.11,3,45
1273,1,15.23,55,49.73,7.13,4.26,26.93,2.6,42
1274,2,21.74,33.34,13.83,20.55,2.62,27.49,2.9,41
1275,1,15.21,46.53,2.37,8.39,6.98,27.49,2.9,41
1276,2,34.52,32.35,52.57,14.24,7.41,22.84,1.9,76
1277,3,16.78,43.68,90.73,2.21,1.54,22.47,1.7,81
1278,3,17.97,55.83,98.23,13.97,2.28,22.47,1.7,81
1279,2,15.36,46.34,2.24,8.46,6.99,22.47,1.7,81
1280,1,17.54,56.98,92.21,10.95,4.47,22.57,1.9,78
1281,3,3.83,86.59,99.63,1.31,3.48,28.33,2.3,42
1282,2,21.7,34.93,44.9,11.06,6.89,20.33,1.5,98
1283,2,13.39,51.21,71.08,7.71,7.31,20.33,1.5,98
1284,2,0,99.97,98.71,0,0,20.93,0.4,99
1285,2,1,90.44,98.86,1.56,1.15,20.93,0.4,99
1286,2,0,98.76,98.82,0,0,20.93,0.4,99
1287,1,17.45,57.15,92.21,10.93,4.47,21.2,0.8,98
1288,1,21.8,32.88,19.88,20.81,2.59,21.84,1.5,95
1289,2,12.42,33.1,90.57,4.48,1.57,21.84,1.5,95
1290,1,36.68,30.04,52.1,15.29,2.59,22.57,2.2,92
1291,1,0,99.97,98.71,0,0,22.39,1.5,90
1292,2,15.48,46.27,2.21,8.57,7.01,21.6,1.4,88
1293,1,25.66,38.33,34.52,13.19,7.11,23.36,1.4,80
1294,1,0,99.97,98.71,0,0,22.84,1.2,83
1295,2,12.79,66.3,99.3,8.25,3.45,24.09,1.7,77
1296,2,23.46,34.27,59.33,21.53,2.39,23.5,1.7,80
1297,2,27.11,30.24,43.95,21.87,3.86,23.1,2.3,80
1298,1,24.56,41.12,14.11,14.44,6.91,24.09,3.1,75
1299,1,24.72,39.3,51.69,15.48,6.56,24.09,3.1,75
1300,1,22.25,39.26,90.32,19.44,2.39,23.31,3,76
1301,2,21.13,43.1,90.56,2.52,2.01,23.49,3.3,81
1302,1,21.41,34.12,22.02,20.47,2.53,23.64,3,77
1303,1,18.94,51.58,97.37,15.57,2.29,23.64,3,77
1304,1,5.23,89.66,98.74,0.55,1.16,23.83,2.7,87
1305,3,21.66,34.18,14.11,21.52,2.46,27.31,2.7,75
1306,2,17.58,56.92,92.22,10.95,4.48,27.31,2.7,75
1307,2,15.2,46.54,2.38,8.39,6.98,29.41,1.7,72
1308,3,29.65,35.72,97.85,8.39,1.66,29.41,1.7,72
1309,2,26.29,34.22,73.06,15.08,4.36,29.84,1.5,70
1310,3,21.81,32.78,19.36,20.87,2.58,29.84,1.5,70
1311,2,17.58,56.98,92.49,10.97,4.48,26.69,1.5,86
1312,2,0,99.97,98.71,0,0,26.36,1,91
1313,3,20.11,35.23,17.28,20.85,2.4,25.73,1.1,94
1314,2,15.52,46.23,2.64,8.6,7.02,19.94,4.7,87
1315,2,15.52,46.23,2.64,8.6,7.02,19.94,4.7,87
1316,2,17.46,57.12,92.16,10.93,4.47,24.7,3.5,64
1317,1,13.27,60.62,98.91,10.86,2.34,25.09,3.6,63
1318,2,21.95,33.49,1.5,21.83,2.46,25.93,2.7,56
1319,3,18.12,53.15,97.47,14.53,2.44,25.93,2.7,56
1320,2,15.21,46.52,2.37,8.38,6.98,25.93,2,57
1321,1,4.84,34.04,95.03,3.22,1.09,25.93,2,57
1322,2,17.57,57.06,68.98,10.97,4.48,25.64,2.1,53
1323,1,20.42,45.7,97.26,17.14,2.4,27.7,2.1,40
1324,1,13.89,62.55,96.1,8.35,3.5,24.9,1.5,55
1325,2,17.16,57.42,90.16,10.83,4.43,24.39,2.5,63
1326,2,15.1,46.67,2.47,8.34,6.98,27.2,2.5,53
1327,1,27.54,44.74,89.76,10.41,7.77,27.74,2.9,49
1328,2,15.12,55.05,36.12,7.09,4.31,28.03,3.1,48
1329,2,19.92,53.93,98.84,6.94,2.13,26.17,3.8,53
1330,1,17.39,57.36,66.41,10.92,4.46,23.09,3.3,66
1331,1,15.12,55.25,48.72,7.07,4.22,23.09,3.3,66
1332,2,15.18,46.71,2.5,8.41,6.99,23.59,2.7,62
1333,2,15.21,46.45,2.34,8.38,6.97,23.3,1.2,70
1334,1,9.31,84.92,96.91,1.52,3.97,26.11,2.4,65
1335,3,4.93,86.23,63.52,1.84,1.2,27.41,2.9,62
1336,1,17.43,57.22,92.31,10.93,4.46,23.44,1.3,76
1337,1,21.73,32.93,17.6,20.88,2.54,23.37,0.9,81
1338,2,15.15,46.62,2.43,8.37,6.98,23.37,0.9,81
1339,2,23.46,34.3,55.78,21.51,2.39,24.03,1.1,80
1340,1,7.75,59.81,93.75,1,1.57,27.1,3.7,66
1341,2,20.45,43.26,37.45,8.99,6.05,27.47,4.4,61
1342,2,17.44,57.29,66.9,10.94,4.46,27.66,3.7,60
1343,3,23.07,32.09,0.44,20.25,2.85,27.66,3.7,60
1344,2,0.97,69.45,97.01,0.87,1.43,27.5,3.5,58
1345,2,14.81,55.86,42.83,6.95,4.14,27.21,4,53
1346,3,28.99,30.93,36.35,10.67,6.7,27.21,4,53
1347,1,27.83,35.97,49.42,14.38,5.83,27.57,4.5,51
1348,2,17.39,57.36,92.5,10.92,4.46,27.19,4.8,54
1349,2,17.39,57.36,92.5,10.92,4.46,27.19,4.8,54
1350,2,16.42,58.67,64.04,10.61,4.33,27.19,4.8,54
1351,2,11.26,65.98,99.57,8.67,2.04,27.19,4.8,54
1352,2,21.16,35.45,24.96,19.76,2.54,26.19,4.1,58
1353,4,6.81,63.32,87.7,0.88,1.46,28.47,2.3,67
1354,3,0,99.97,98.43,0,0,28.03,1.9,72
1355,3,23.75,30.41,97.24,11.07,3.89,30.06,1.7,63
1356,3,17.37,57.23,91.8,10.9,4.46,30.06,1.7,63
1357,2,6.61,61.57,87.93,0.98,1.45,28.19,2.3,71
1358,2,15.11,46.65,2.46,8.35,6.98,28.19,2.3,71
1359,3,17.45,57.11,92.02,10.92,4.46,28.19,2.3,71
1360,3,21.45,51.28,25.15,8.13,3.06,25.5,4.7,77
1361,2,6.67,60.25,91.83,1.07,1.42,26.9,3.7,70
1362,3,0,99.31,98.5,0,0,28.07,4,61
1363,3,17.43,57.16,92.04,10.92,4.46,28.07,4,61
1364,2,3.59,93.72,98.6,0.2,1.12,16.99,1.1,73
1365,2,2.79,95.36,98.62,0.08,1.86,16.99,1.1,73
1366,2,27.66,31.2,82.4,8.5,4.24,22.54,3.5,43
1367,2,35.2,31.23,45.67,14.59,7.32,23.03,3,44
1368,1,22.51,32.51,23.25,20.38,2.84,23.03,3,44
1369,1,0,99.97,98.72,0,0,20.79,3.3,55
1370,2,15.11,46.6,2.44,8.34,6.97,12.99,1,92
1371,2,4.52,50.67,99.57,1.21,1.04,25.74,2.1,49
1372,2,22.6,32.83,21.12,20.14,2.85,22.87,3.3,40
1373,3,15.04,32.34,30.13,10.72,1.48,23.97,2.8,50
1374,1,0,99.97,98.71,0,0,24.16,1.9,58
1375,2,24.46,39.65,90.46,14.69,3.03,27.6,2.5,41
1376,2,29.93,32.08,81.61,15.12,5.81,27.6,2.5,41
1377,1,28.24,34.89,43.48,13.2,6.73,23.11,3.3,36
1378,1,17.24,57.5,91.8,10.86,4.43,23.11,3.3,36
1379,2,35.06,31.43,45.81,14.53,7.32,22.57,1.3,43
1380,2,35.05,31.45,46.32,14.52,7.33,20.49,1,58
1381,1,28.41,34.46,42.37,13.37,6.78,22.06,1.5,55
1382,2,27.04,35.08,59.79,12.11,6.08,22.33,1.6,54
1383,2,26.72,36,56.16,12.14,6.14,22.46,1.6,55
1384,2,26.54,36.75,57.62,12.08,6.2,22.46,1.6,55
1385,1,11.74,46.88,95.35,4.17,4.48,22.43,1.1,56
1386,2,17.01,58.33,92.87,7.68,3.08,19.4,1,76
1387,1,2.23,96.16,98.62,0.08,1.92,20.47,1.1,71
1388,1,22.02,36.41,66.48,18.41,2.92,20.47,1.1,71
1389,1,17.31,57.41,92.07,10.89,4.44,20.47,1.1,71
1390,3,28.31,34.64,36.82,13.24,6.76,24.59,2.7,59
1391,1,21.04,38.81,91.12,7.07,6.45,25.34,3.1,56
1392,3,35.56,31.99,69.25,14.95,2.07,25.83,2.7,52
1393,2,20.26,40.53,76.19,17.19,2.83,25.83,2.7,52
1394,2,34.98,31.32,8,15.09,7.99,22.36,1,66
1395,2,2.46,55.73,93.8,1.16,1.03,22.97,0.7,64
1396,3,28.31,34.64,36.82,13.24,6.76,24.11,1.1,58
1397,2,30.65,30.07,20.93,15.56,5.68,24.07,1.2,53
1398,2,20.66,30.61,29.87,6.52,8.99,25.51,1.9,53
1399,4,0,99.97,98.71,0,0,26.86,1.7,46
1400,1,9.53,44.77,80.5,4.37,10.46,28.2,1.1,37
1401,1,15.97,60.51,93.69,6.86,5.29,27.11,1.3,41
1402,2,27.73,42.46,58.43,11.88,9,24.31,1.4,60
1403,3,0.34,99.46,7.38,0.08,1.69,28.56,1.3,38
1404,4,1.91,96.59,96.64,0.58,1.05,28.56,1.3,38
1405,1,0.52,99.28,97.98,0.09,1.64,29.21,1.4,33
1406,1,11.42,78.39,96.91,1.56,2.15,29.21,1.4,33
1407,1,28.41,34.44,39.35,13.35,6.78,28.39,1,29
1408,2,0,99.97,98.71,0,0,28.39,1,29
1409,3,24.74,34.72,86.93,11.26,4.11,28.39,1,29
1410,2,35.04,31.51,48.25,14.5,7.33,24.9,1.9,85
1411,3,21.87,31.14,36.69,19.54,3.66,22.93,1.1,98
1412,4,25.28,37.29,90.23,16.44,2.98,16.74,1.9,64
1413,4,19.54,51.91,98.29,3.57,2.01,16.74,1.9,64
1414,1,25.33,37.27,90.27,16.4,2.98,18.57,3.1,56
1415,4,25.28,37.4,90.31,16.33,2.99,18.57,3.1,56
1416,2,25.51,36.68,90,16.79,2.98,18.57,3.1,56
1417,2,25.02,38.04,90.48,15.98,3.01,18.57,3.1,56
1418,4,25.69,36.65,90.18,16.56,2.99,20.46,3.4,45
1419,1,25.4,37.47,90.42,15.04,3.09,20.46,3.4,45
1420,4,25.22,37.5,90.31,16.3,2.99,20.46,3.4,45
1421,4,25.3,37.45,90.38,16.23,2.99,20.64,3.5,44
1422,1,25.19,37.67,90.4,16.16,2.99,20.64,3.5,44
1423,1,25.28,37.49,90.38,16.23,2.99,20.64,3.5,44
1424,3,23.59,41.17,90.12,14.31,2.98,19.93,3.8,46
1425,2,24.49,39.18,47.96,15.69,6.51,31.31,2.1,58
1426,2,24.49,39.18,47.96,15.69,6.51,31.31,2.1,58
1427,4,24.36,41.23,8.58,14.41,6.95,31.31,2.1,58
1428,4,24.47,41.09,6.5,14.45,6.92,31.31,2.1,58
1429,3,32.07,30.59,56.85,14.46,5.4,31.31,2.1,58
1430,3,12.59,64.45,99.42,9.01,2.49,32.37,2.7,53
1431,4,28.01,32.51,11.79,10.53,6.75,34.43,2.3,47
1432,2,27.26,34.74,8.07,12.32,5.86,34.43,2.3,47
1433,4,21.25,50.53,92.36,11.2,4.2,34.46,3.1,43
1434,4,11.36,41.68,86.59,4.63,1.73,34.46,3.1,43
1435,3,32.11,30.51,56.22,14.49,5.4,32.6,1.8,45
1436,4,18.01,56.25,92.6,11.06,4.53,33.86,2.4,43
1437,4,18.01,56.25,92.6,11.06,4.53,33.86,2.4,43
1438,1,0.43,99,87.26,0,1,35.41,2.2,38
1439,3,14.95,55.37,56.54,6.97,4.35,35.41,2.2,38
1440,4,22.79,40.89,76.92,10.54,3.79,35.41,2.8,38
1441,4,18.04,41.33,20.26,9.62,6.76,30.87,1.3,54
1442,4,4.41,76.82,97.04,1.24,4.25,32.84,1.7,50
1443,2,27.17,33.86,66.79,12.22,5.81,32.84,1.7,50
1444,2,27.17,33.86,66.79,12.22,5.81,32.84,1.7,50
1445,3,15.92,43.49,91.41,11.22,2.77,34,1.9,47
1446,4,9.18,74.54,98.67,5.68,2.21,34,1.9,47
1447,2,15.04,69.29,96.03,4.23,2.21,34,1.9,47
1448,4,18.06,56.21,70.36,11.08,4.54,34.49,2.6,46
1449,3,3.55,57.11,97.13,0.5,10.7,30.99,1.9,58
1450,3,1.51,68.01,99.9,0.41,1.07,30.99,1.9,58
1451,3,14.66,50.87,99.61,3.6,2.82,31.2,1.3,58
1452,1,15.25,55.14,55.37,7.15,4.2,31.2,1.3,58
1453,4,17.81,41.81,19.8,9.47,6.74,30.2,1.1,65
1454,3,32.08,30.59,56.77,14.48,5.4,30.86,1.4,63
1455,2,0.84,87.92,99.8,0.05,1,32.17,1.3,57
1456,2,0.84,87.92,99.8,0.05,1,32.17,1.3,57
1457,4,18.21,40.83,22.14,9.64,6.75,31.2,1.6,63
1458,3,11.59,56.31,49.05,9.49,2.94,31.91,1.9,61
1459,3,0.15,89.14,99.95,0.16,4.72,27.3,1.8,80
1460,4,15.93,45.16,16.2,8.5,6.91,31.23,2.2,62
1461,4,19.15,31.11,98.92,15,1.37,31.99,2.2,59
1462,3,31.87,30.9,59.37,14.35,5.42,31.99,2.2,59
1463,3,18.06,56.2,70.42,11.08,4.53,32.84,2.1,58
1464,3,2.93,71.68,99.1,1.23,1.71,32.07,3,60
1465,3,2.93,71.68,99.1,1.23,1.71,32.07,3,60
1466,3,2.93,71.68,99.1,1.23,1.71,32.07,3,60
1467,3,8.38,77.33,98.32,2.93,15.28,32.07,3,60
1468,3,2.54,85.32,99.41,0.13,0.99,32.74,3.3,59
1469,3,31.89,30.87,59.05,14.36,5.42,32.84,3.3,57
1470,2,3.83,87.91,98.48,1.64,2.01,33.41,3.9,54
1471,3,12.36,62.3,97.89,8.76,3.04,29.76,2.3,79
1472,3,14.74,56.06,46.07,6.92,4.1,31.14,2.4,70
1473,3,13.06,36.79,95.9,4.94,3.93,29.94,1.6,81
1474,2,17.8,56.61,92.53,11.01,4.51,29.94,1.6,81
1475,3,26.69,34.78,2.37,10.18,6.57,30.87,1.3,77
1476,3,26.69,34.78,2.37,10.18,6.57,30.87,1.3,77
1477,4,6.28,69.06,94.7,0.98,1.4,32.29,2.4,56
1478,3,14.36,56.85,50.33,6.77,4.01,32.56,2.6,56
1479,4,19.3,38.9,19.55,9.93,6.77,33.51,2.3,53
1480,3,14.28,70.94,93.59,4.37,2.25,33.64,2.8,53
1481,3,17.22,57.52,91.76,10.86,4.43,33.09,1.5,56
1482,3,32.15,30.45,55.68,14.5,5.39,33.09,1.5,56
1483,3,15.04,55.19,2.93,7.05,4.32,33.86,2.6,54
1484,3,15.04,55.19,2.93,7.05,4.32,33.86,2.6,54
1485,3,12.19,54.68,47.71,9.84,3.05,33.29,3.6,57
1486,3,31.89,30.86,59.05,14.36,5.42,28.94,1.6,72
1487,4,1.49,92.48,35.05,0.37,1.23,28.36,2.6,64
1488,3,1.48,92.5,85.12,0.37,1.23,28.36,2.6,64
1489,2,31.89,30.86,59.02,14.36,5.42,29.24,2.3,62
1490,3,26.17,35.72,9.99,10.07,6.6,27.63,3.2,66
1491,3,2.88,59.95,98.25,0.63,1.35,25.54,2.4,76
1492,3,2.88,59.95,98.25,0.63,1.35,25.54,2.4,76
